id,tipoIncidencia,fechaReporte,estado,UsuarioID,MantenimientoID,nivelEscalamiento,tiempoResolucion
5790,vandalismo,2024-02-17,cerrada,['583-45-5071'],['mnt-11378'],bajo,40
5791,mal funcionamiento,2024-04-04,abierta,['969-02-1179'],['mnt-08221'],bajo,-1
5792,desgaste,2023-11-26,cerrada,['296-76-1147'],"['mnt-05530', 'mnt-11294']",bajo,159
5793,desgaste,2024-05-16,cerrada,['111-05-3869'],['mnt-01619'],alto,-1
5794,rotura,2023-12-21,cerrada,['728-84-5187'],"['mnt-02164', 'mnt-09095']",bajo,151
5795,vandalismo,2024-02-12,cerrada,['882-86-9157'],['mnt-05103'],medio,184
5796,mal funcionamiento,2024-01-05,abierta,['739-19-1892'],"['mnt-03757', 'mnt-14082']",bajo,-1
5797,vandalismo,2023-12-21,cerrada,['208-45-3261'],['mnt-11266'],medio,142
5798,desgaste,2024-10-08,cerrada,['968-37-8734'],"['mnt-11129', 'mnt-12044']",bajo,-1
5799,desgaste,2024-09-22,abierta,['150-61-6281'],"['mnt-03716', 'mnt-14718']",alto,-1
5800,vandalismo,2024-01-12,cerrada,['064-20-4122'],['mnt-14350'],bajo,99
5801,desgaste,2024-01-20,abierta,['165-70-9657'],['mnt-12120'],medio,-1
5802,rotura,2024-10-07,abierta,['505-17-2907'],"['mnt-02066', 'mnt-13590']",bajo,-1
5803,vandalismo,2024-01-02,cerrada,['486-23-5973'],['mnt-01642'],bajo,131
5804,desgaste,2023-10-17,abierta,['261-05-7926'],['mnt-08175'],medio,-1
5805,vandalismo,2023-11-27,abierta,['671-47-5284'],['mnt-02993'],medio,-1
5806,mal funcionamiento,2023-11-20,abierta,['876-80-0191'],['mnt-08199'],bajo,-1
5807,desgaste,2024-07-30,abierta,['783-43-1670'],['mnt-04505'],medio,-1
5808,mal funcionamiento,2024-06-14,abierta,['685-59-8561'],['mnt-00235'],alto,-1
5809,rotura,2024-03-22,abierta,['220-32-7519'],"['mnt-00331', 'mnt-09627']",alto,-1
5810,rotura,2024-07-30,abierta,['506-26-7869'],['mnt-06427'],medio,-1
5811,desgaste,2024-05-02,cerrada,['339-99-2772'],"['mnt-02110', 'mnt-08881', 'mnt-13037']",alto,6
5812,vandalismo,2024-08-11,abierta,['630-84-3384'],"['mnt-11595', 'mnt-14063']",alto,-1
5813,vandalismo,2024-01-22,abierta,['176-58-1345'],['mnt-10341'],medio,-1
5814,rotura,2024-04-23,abierta,['994-80-0738'],"['mnt-07713', 'mnt-08250', 'mnt-13848']",bajo,-1
5815,vandalismo,2024-08-30,cerrada,['002-59-1513'],['mnt-06562'],medio,-1
5816,vandalismo,2024-04-29,cerrada,['925-81-0722'],['mnt-02009'],bajo,-1
5817,rotura,2024-07-31,cerrada,['276-13-1786'],"['mnt-04114', 'mnt-09075']",bajo,50
5818,mal funcionamiento,2024-09-19,abierta,['225-95-0580'],['mnt-00993'],alto,-1
5819,vandalismo,2024-05-31,cerrada,['055-21-2953'],"['mnt-08423', 'mnt-09381']",alto,-1
5820,vandalismo,2024-06-03,abierta,['599-92-2277'],['mnt-05208'],alto,-1
5821,desgaste,2024-09-10,abierta,['117-44-5073'],"['mnt-00534', 'mnt-06621']",alto,-1
5822,vandalismo,2023-12-07,cerrada,['926-91-9222'],['mnt-12931'],bajo,-1
5823,rotura,2024-08-19,cerrada,['828-29-2779'],['mnt-12664'],medio,-1
5824,mal funcionamiento,2023-11-16,cerrada,['522-78-3501'],['mnt-13909'],bajo,278
5825,vandalismo,2024-01-11,cerrada,['398-59-2924'],"['mnt-03813', 'mnt-08741']",medio,72
5826,rotura,2024-09-02,cerrada,['898-44-4425'],['mnt-07384'],alto,-1
5827,rotura,2024-04-22,cerrada,['303-28-0548'],['mnt-14067'],medio,29
5828,vandalismo,2023-11-25,cerrada,['127-86-9524'],['mnt-14361'],alto,277
5829,mal funcionamiento,2024-04-13,cerrada,['129-39-6714'],['mnt-11171'],alto,56
5830,mal funcionamiento,2024-09-29,cerrada,['466-99-3050'],"['mnt-04957', 'mnt-12211']",medio,-1
5831,desgaste,2024-08-12,abierta,['543-74-1197'],"['mnt-03102', 'mnt-06090']",medio,-1
5832,rotura,2024-02-22,cerrada,['234-68-0592'],['mnt-00862'],alto,217
5833,rotura,2024-04-05,cerrada,['517-49-3292'],['mnt-03168'],medio,5
5834,rotura,2024-04-08,cerrada,['426-09-3858'],"['mnt-00775', 'mnt-01230']",bajo,126
5835,vandalismo,2024-09-25,abierta,['236-55-3428'],['mnt-02743'],bajo,-1
5836,desgaste,2024-07-22,cerrada,['809-98-6408'],['mnt-06020'],bajo,-1
5837,vandalismo,2024-07-31,cerrada,['739-30-1376'],['mnt-10433'],alto,-1
5838,desgaste,2024-10-05,cerrada,['906-04-1924'],"['mnt-02735', 'mnt-09089']",medio,-1
5839,rotura,2023-12-10,cerrada,['287-51-2064'],['mnt-05870'],alto,196
5840,mal funcionamiento,2024-05-04,abierta,['286-01-0595'],['mnt-14395'],medio,-1
5841,vandalismo,2024-01-01,cerrada,['790-13-6581'],['mnt-13898'],bajo,145
5842,mal funcionamiento,2023-10-18,cerrada,['785-96-2079'],"['mnt-00134', 'mnt-12251']",bajo,210
5843,mal funcionamiento,2024-01-08,cerrada,['442-73-6240'],"['mnt-00931', 'mnt-12035']",medio,230
5844,vandalismo,2024-02-01,cerrada,['570-77-1606'],"['mnt-00042', 'mnt-00844', 'mnt-05190', 'mnt-13543']",alto,98
5845,rotura,2024-08-04,cerrada,['292-19-0474'],['mnt-02002'],medio,3
5846,desgaste,2024-10-02,abierta,['694-80-5585'],"['mnt-01553', 'mnt-09908']",bajo,-1
5847,mal funcionamiento,2024-03-31,abierta,['137-53-4615'],['mnt-02405'],medio,-1
5848,rotura,2024-06-24,cerrada,['750-75-6731'],['mnt-09529'],medio,-1
5849,mal funcionamiento,2023-01-11,abierta,['629-60-7637'],"['mnt-02337', 'mnt-04077']",alto,-1
5850,rotura,2024-03-10,cerrada,['186-40-3673'],['mnt-00818'],alto,132
5851,vandalismo,2024-01-31,abierta,['047-96-9672'],"['mnt-12422', 'mnt-12958']",medio,-1
5852,mal funcionamiento,2024-07-11,abierta,['165-84-4029'],['mnt-09864'],bajo,-1
5853,vandalismo,2023-12-31,cerrada,['974-00-6983'],['mnt-10617'],bajo,177
5854,mal funcionamiento,2024-02-09,cerrada,['116-95-2791'],['mnt-13439'],bajo,166
5855,desgaste,2024-04-20,cerrada,['023-22-4588'],['mnt-01153'],medio,64
5856,desgaste,2024-08-18,abierta,['731-25-0839'],"['mnt-06587', 'mnt-08732', 'mnt-13069']",alto,-1
5857,mal funcionamiento,2024-09-24,cerrada,['043-57-6770'],['mnt-03317'],alto,-1
5858,vandalismo,2024-09-18,cerrada,['077-58-0871'],['mnt-08185'],bajo,-1
5859,vandalismo,2024-06-09,cerrada,['675-78-4344'],"['mnt-04854', 'mnt-09858']",medio,59
5860,vandalismo,2023-10-16,cerrada,['742-18-8501'],['mnt-12912'],alto,210
5861,desgaste,2024-07-30,cerrada,['359-01-8857'],"['mnt-01835', 'mnt-05700', 'mnt-13305']",bajo,53
5862,mal funcionamiento,2024-02-02,abierta,['473-04-8423'],"['mnt-00377', 'mnt-07970', 'mnt-12372']",alto,-1
5863,rotura,2023-11-06,cerrada,['609-42-8539'],['mnt-12679'],bajo,43
5864,rotura,2024-05-19,cerrada,['794-01-9344'],"['mnt-01318', 'mnt-08919']",medio,147
5865,rotura,2024-07-07,abierta,['742-94-8056'],['mnt-07919'],medio,-1
5866,rotura,2024-02-17,abierta,['204-05-3358'],"['mnt-03659', 'mnt-09379']",medio,-1
5867,vandalismo,2024-05-25,abierta,['104-84-7189'],['mnt-00313'],alto,-1
5868,vandalismo,2024-05-12,cerrada,['323-52-0203'],['mnt-07579'],bajo,-1
5869,desgaste,2024-09-30,abierta,['588-03-9862'],['mnt-06425'],medio,-1
5870,vandalismo,2024-12-01,cerrada,['735-28-8556'],['mnt-03933'],medio,-1
5871,desgaste,2024-05-30,abierta,['757-76-6578'],['mnt-03915'],alto,-1
5872,mal funcionamiento,2023-12-02,abierta,['878-57-1072'],['mnt-01503'],medio,-1
5873,rotura,2023-12-31,cerrada,['265-93-2088'],['mnt-01262'],alto,275
5874,mal funcionamiento,2024-03-13,abierta,['870-16-6113'],['mnt-10788'],bajo,-1
5875,desgaste,2024-03-24,cerrada,['971-60-5467'],['mnt-08294'],alto,-1
5876,desgaste,2024-01-04,cerrada,['796-05-5365'],['mnt-14425'],bajo,93
5877,mal funcionamiento,2024-01-28,abierta,['490-68-1600'],['mnt-09126'],alto,-1
5878,desgaste,2024-01-31,cerrada,['256-62-5249'],['mnt-06130'],alto,39
5879,rotura,2023-11-29,abierta,['873-10-1473'],['mnt-07882'],medio,-1
5880,rotura,2024-08-20,cerrada,['695-83-8807'],['mnt-13273'],medio,-1
5881,rotura,2024-12-10,cerrada,['019-32-4021'],['mnt-14622'],alto,-1
5882,vandalismo,2024-08-06,abierta,['072-46-8922'],"['mnt-01022', 'mnt-04572', 'mnt-13591']",medio,-1
5883,desgaste,2023-11-09,abierta,['991-97-9601'],['mnt-00615'],bajo,-1
5884,rotura,2024-05-05,cerrada,['075-62-4794'],['mnt-09155'],medio,-1
5885,vandalismo,2024-02-11,abierta,['542-72-1728'],['mnt-02130'],medio,-1
5886,rotura,2024-04-13,abierta,['830-42-1971'],['mnt-08524'],alto,-1
5887,rotura,2024-10-03,cerrada,['743-15-5930'],"['mnt-01182', 'mnt-14438']",bajo,-1
5888,vandalismo,2024-08-06,cerrada,['550-98-3208'],"['mnt-10623', 'mnt-13415']",medio,-1
5889,mal funcionamiento,2024-02-17,cerrada,['399-68-4275'],['mnt-01062'],bajo,75
5890,vandalismo,2024-08-21,abierta,['584-57-0458'],"['mnt-03789', 'mnt-05250', 'mnt-10166']",alto,-1
5891,mal funcionamiento,2023-11-18,cerrada,['676-03-5447'],['mnt-00779'],medio,9
5892,desgaste,2023-12-11,abierta,['939-52-6810'],['mnt-03915'],medio,-1
5893,desgaste,2024-09-28,abierta,['153-20-5043'],['mnt-02971'],medio,-1
5894,mal funcionamiento,2024-03-10,abierta,['747-19-7075'],['mnt-06817'],alto,-1
5895,vandalismo,2024-03-27,abierta,['054-47-6168'],['mnt-03647'],medio,-1
5896,mal funcionamiento,2024-08-05,abierta,['106-38-6484'],['mnt-14180'],medio,-1
5897,rotura,2023-11-30,abierta,['286-74-7275'],['mnt-06114'],medio,-1
5898,rotura,2024-03-25,abierta,['082-30-1254'],['mnt-06925'],alto,-1
5899,rotura,2024-02-15,cerrada,['053-94-9819'],['mnt-10826'],medio,110
5900,rotura,2023-12-26,abierta,['929-83-8589'],"['mnt-13234', 'mnt-14211']",medio,-1
5901,rotura,2024-04-30,abierta,['320-83-7535'],['mnt-06020'],bajo,-1
5902,mal funcionamiento,2024-04-04,cerrada,['745-26-0039'],['mnt-08081'],bajo,-1
5903,mal funcionamiento,2024-11-01,cerrada,['524-43-2062'],['mnt-00590'],alto,-1
5904,desgaste,2024-06-11,abierta,['931-94-7141'],['mnt-10889'],bajo,-1
5905,mal funcionamiento,2024-07-18,cerrada,['559-69-9567'],['mnt-06159'],alto,59
5906,vandalismo,2024-05-15,cerrada,['715-94-8164'],['mnt-10359'],bajo,143
5907,vandalismo,2023-11-18,abierta,['114-57-2498'],"['mnt-05129', 'mnt-11083']",bajo,-1
5908,mal funcionamiento,2024-04-07,abierta,['009-46-2371'],['mnt-01363'],bajo,-1
5909,rotura,2024-05-19,cerrada,['373-00-3357'],['mnt-14807'],bajo,30
5910,desgaste,2024-01-25,cerrada,['869-60-1756'],['mnt-03671'],alto,-1
5911,vandalismo,2024-04-06,cerrada,['552-35-5353'],"['mnt-00432', 'mnt-14194']",medio,113
5912,desgaste,2024-07-18,cerrada,['966-99-4494'],['mnt-02929'],medio,-1
5913,desgaste,2024-02-23,cerrada,['825-90-5998'],['mnt-09844'],medio,93
5914,desgaste,2024-03-24,cerrada,['388-82-8635'],"['mnt-04887', 'mnt-12245']",medio,134
5915,mal funcionamiento,2024-08-07,abierta,['294-83-1244'],['mnt-09063'],alto,-1
5916,mal funcionamiento,2023-11-17,abierta,['411-21-0202'],"['mnt-01858', 'mnt-04154']",medio,-1
5917,rotura,2024-04-04,cerrada,['496-77-7758'],['mnt-08581'],medio,66
5918,vandalismo,2024-07-21,cerrada,['732-13-6410'],"['mnt-08509', 'mnt-10342']",alto,71
5919,desgaste,2024-09-01,cerrada,['101-33-0117'],['mnt-09618'],alto,-1
5920,desgaste,2024-05-01,abierta,['334-08-8712'],['mnt-10433'],bajo,-1
5921,vandalismo,2024-05-28,cerrada,['241-43-0331'],['mnt-10969'],medio,-1
5922,rotura,2024-04-03,cerrada,['201-13-3991'],['mnt-05056'],bajo,65
5923,rotura,2024-07-31,abierta,['110-23-7301'],['mnt-11713'],medio,-1
5924,rotura,2024-04-09,cerrada,['492-61-0266'],['mnt-10170'],medio,-1
5925,mal funcionamiento,2024-01-24,abierta,['610-80-2742'],"['mnt-03716', 'mnt-14718']",alto,-1
5926,vandalismo,2023-12-27,cerrada,['310-96-0033'],['mnt-08220'],medio,146
5927,rotura,2024-03-21,cerrada,['018-21-8763'],"['mnt-07224', 'mnt-11743']",bajo,191
5928,vandalismo,2024-05-06,abierta,['753-08-5551'],['mnt-11977'],bajo,-1
5929,rotura,2024-07-26,cerrada,['370-43-0071'],"['mnt-10934', 'mnt-12306']",medio,100
5930,desgaste,2023-12-14,cerrada,['436-35-9714'],['mnt-04067'],medio,236
5931,rotura,2024-08-19,cerrada,['729-24-3130'],['mnt-14368'],medio,-1
5932,mal funcionamiento,2024-02-21,abierta,['865-69-2414'],['mnt-06328'],bajo,-1
5933,mal funcionamiento,2024-10-07,cerrada,['639-33-9887'],"['mnt-01232', 'mnt-07073']",alto,-1
5934,vandalismo,2023-12-20,abierta,['517-49-3292'],['mnt-09394'],alto,-1
5935,rotura,2024-04-08,abierta,['781-17-9730'],['mnt-03633'],medio,-1
5936,vandalismo,2023-12-22,abierta,['142-99-0318'],['mnt-11232'],medio,-1
5937,rotura,2023-10-26,abierta,['367-10-4674'],['mnt-03465'],medio,-1
5938,vandalismo,2024-02-23,cerrada,['612-36-6134'],"['mnt-04356', 'mnt-11765']",medio,68
5939,rotura,2023-10-26,abierta,['058-15-3774'],['mnt-00345'],alto,-1
5940,desgaste,2024-05-25,cerrada,['782-33-5851'],['mnt-08627'],alto,-1
5941,vandalismo,2024-02-17,abierta,['812-30-8910'],['mnt-01529'],bajo,-1
5942,mal funcionamiento,2024-06-19,cerrada,['557-64-7184'],['mnt-09790'],alto,57
5943,vandalismo,2024-04-08,cerrada,['905-01-8627'],['mnt-13937'],bajo,-1
5944,mal funcionamiento,2023-11-12,abierta,['559-08-6202'],['mnt-12731'],alto,-1
5945,vandalismo,2024-01-10,cerrada,['383-67-8694'],"['mnt-00660', 'mnt-07799']",bajo,141
5946,vandalismo,2024-07-25,cerrada,['925-12-6308'],['mnt-12291'],bajo,-1
5947,rotura,2024-06-30,abierta,['123-79-3148'],['mnt-13228'],medio,-1
5948,vandalismo,2023-11-24,abierta,['810-33-7877'],"['mnt-05865', 'mnt-08461']",bajo,-1
5949,mal funcionamiento,2023-11-27,abierta,['661-68-7935'],['mnt-06852'],alto,-1
5950,rotura,2024-01-07,abierta,['616-77-9625'],['mnt-02962'],bajo,-1
5951,desgaste,2024-04-17,abierta,['446-02-8803'],"['mnt-04522', 'mnt-10331', 'mnt-12715']",medio,-1
5952,mal funcionamiento,2024-01-17,abierta,['533-42-7121'],['mnt-07434'],bajo,-1
5953,vandalismo,2024-01-15,cerrada,['145-38-7728'],['mnt-14143'],alto,137
5954,vandalismo,2024-02-25,cerrada,['410-22-0160'],['mnt-10324'],bajo,96
5955,rotura,2023-12-24,abierta,['633-44-2210'],['mnt-12823'],medio,-1
5956,rotura,2023-12-15,cerrada,['621-02-1637'],['mnt-13729'],bajo,263
5957,desgaste,2023-11-02,abierta,['190-92-4194'],['mnt-09750'],medio,-1
5958,desgaste,2024-06-11,cerrada,['100-90-5234'],"['mnt-06351', 'mnt-06931']",medio,-1
5959,desgaste,2024-05-20,abierta,['066-88-4650'],['mnt-04785'],bajo,-1
5960,rotura,2024-09-19,abierta,['605-65-6675'],"['mnt-12348', 'mnt-14221']",bajo,-1
5961,mal funcionamiento,2024-08-16,abierta,['091-11-1706'],"['mnt-03852', 'mnt-04401']",bajo,-1
5962,vandalismo,2024-01-21,abierta,['665-44-3550'],['mnt-07621'],alto,-1
5963,desgaste,2024-06-27,abierta,['742-69-7440'],['mnt-02971'],medio,-1
5964,desgaste,2023-10-20,cerrada,['608-40-5638'],"['mnt-05070', 'mnt-10783']",alto,325
5965,rotura,2024-05-09,abierta,['438-91-8536'],['mnt-11142'],bajo,-1
5966,rotura,2024-08-07,abierta,['072-41-1284'],['mnt-13782'],medio,-1
5967,vandalismo,2024-11-03,abierta,['428-18-4271'],['mnt-05664'],medio,-1
5968,rotura,2024-06-15,cerrada,['804-78-3227'],['mnt-00871'],medio,115
5969,desgaste,2024-02-14,abierta,['651-87-3076'],['mnt-10808'],medio,-1
5970,vandalismo,2024-01-28,abierta,['411-59-8034'],"['mnt-00722', 'mnt-05986']",alto,-1
5971,mal funcionamiento,2024-02-21,cerrada,['307-46-8112'],['mnt-08906'],alto,-1
5972,vandalismo,2023-12-19,cerrada,['706-52-5225'],['mnt-09617'],bajo,50
5973,desgaste,2024-01-29,abierta,['888-98-2738'],['mnt-02888'],alto,-1
5974,desgaste,2023-11-11,abierta,['517-27-9473'],['mnt-08355'],alto,-1
5975,mal funcionamiento,2024-10-12,cerrada,['132-67-1231'],['mnt-14308'],bajo,-1
5976,mal funcionamiento,2023-11-10,abierta,['273-65-5231'],['mnt-10246'],alto,-1
5977,mal funcionamiento,2024-09-30,abierta,['202-14-4273'],['mnt-04119'],alto,-1
5978,rotura,2024-09-21,cerrada,['159-74-2295'],['mnt-13645'],medio,-1
5979,vandalismo,2024-02-01,cerrada,['135-19-9248'],['mnt-10718'],alto,70
5980,vandalismo,2024-05-12,cerrada,['874-37-4009'],"['mnt-00472', 'mnt-03554', 'mnt-06210']",bajo,-1
5981,rotura,2023-10-16,abierta,['221-33-9088'],['mnt-14595'],bajo,-1
5982,desgaste,2023-12-12,cerrada,['894-66-3375'],['mnt-07744'],medio,267
5983,mal funcionamiento,2024-07-31,abierta,['405-75-4570'],['mnt-14494'],bajo,-1
5984,rotura,2024-03-19,abierta,['145-41-7383'],"['mnt-07218', 'mnt-08554', 'mnt-08629']",alto,-1
5985,mal funcionamiento,2024-07-02,abierta,['453-56-3666'],['mnt-09606'],medio,-1
5986,mal funcionamiento,2024-03-12,cerrada,['980-38-7691'],['mnt-03044'],alto,33
5987,mal funcionamiento,2023-10-20,abierta,['257-29-4502'],['mnt-05500'],bajo,-1
5988,rotura,2024-06-03,abierta,['762-50-3716'],['mnt-04697'],bajo,-1
5989,rotura,2024-01-07,abierta,['490-24-1863'],['mnt-03758'],alto,-1
5990,vandalismo,2024-05-09,cerrada,['170-05-5599'],"['mnt-02784', 'mnt-07788']",bajo,129
5991,rotura,2024-07-14,cerrada,['790-13-2455'],['mnt-02875'],bajo,-1
5992,vandalismo,2024-03-28,cerrada,['362-07-8483'],['mnt-09107'],medio,-1
5993,rotura,2024-07-31,abierta,['959-71-2599'],['mnt-00118'],medio,-1
5994,rotura,2024-07-21,abierta,['653-57-3339'],['mnt-08838'],medio,-1
5995,vandalismo,2024-06-19,cerrada,['487-44-3856'],['mnt-05769'],medio,17
5996,desgaste,2024-08-17,cerrada,['282-85-1897'],['mnt-13137'],medio,-1
5997,vandalismo,2024-04-13,cerrada,['557-49-2268'],['mnt-05891'],bajo,137
5998,vandalismo,2024-08-26,cerrada,['751-63-2203'],['mnt-06653'],medio,-1
5999,desgaste,2023-06-11,abierta,['095-96-9557'],"['mnt-07322', 'mnt-12830']",alto,-1
6000,rotura,2024-10-04,abierta,['156-85-5961'],['mnt-05051'],medio,-1
6001,rotura,2023-05-12,cerrada,['212-28-6844'],['mnt-04811'],medio,480
6002,rotura,2024-06-13,abierta,['542-96-6181'],['mnt-07181'],bajo,-1
6003,mal funcionamiento,2024-04-26,abierta,['620-15-6257'],['mnt-08689'],medio,-1
6004,vandalismo,2024-02-01,abierta,['917-71-9736'],['mnt-03038'],medio,-1
6005,mal funcionamiento,2024-06-11,abierta,['856-59-3505'],['mnt-01027'],alto,-1
6006,mal funcionamiento,2024-10-01,cerrada,['275-97-6995'],['mnt-12580'],bajo,-1
6007,desgaste,2024-03-14,abierta,['723-62-6872'],['mnt-12023'],alto,-1
6008,rotura,2024-05-06,abierta,['260-24-1918'],['mnt-00369'],medio,-1
6009,rotura,2024-07-13,abierta,['282-30-1884'],['mnt-13376'],medio,-1
6010,rotura,2023-12-12,abierta,['862-17-6019'],['mnt-07666'],bajo,-1
6011,desgaste,2024-04-30,cerrada,['867-19-6328'],['mnt-04523'],alto,123
6012,desgaste,2023-02-12,cerrada,['491-81-8628'],"['mnt-07397', 'mnt-08860']",bajo,437
6013,desgaste,2024-09-29,cerrada,['149-87-4146'],"['mnt-02215', 'mnt-04205']",alto,-1
6014,desgaste,2024-03-13,abierta,['299-71-3841'],['mnt-06086'],alto,-1
6015,vandalismo,2024-10-04,cerrada,['948-06-9135'],"['mnt-05258', 'mnt-10688']",alto,2
6016,mal funcionamiento,2024-06-17,cerrada,['223-97-8050'],['mnt-09954'],bajo,-1
6017,vandalismo,2024-01-26,abierta,['229-00-2339'],['mnt-12587'],alto,-1
6018,mal funcionamiento,2024-01-29,abierta,['968-62-6856'],['mnt-04520'],medio,-1
6019,desgaste,2024-01-07,cerrada,['432-18-4098'],"['mnt-03798', 'mnt-06998', 'mnt-14096']",medio,270
6020,desgaste,2024-06-12,abierta,['208-54-9254'],['mnt-09621'],medio,-1
6021,mal funcionamiento,2024-01-23,cerrada,['622-20-3618'],"['mnt-01919', 'mnt-10492', 'mnt-12360']",medio,235
6022,vandalismo,2024-02-01,cerrada,['325-78-6077'],['mnt-09778'],medio,97
6023,rotura,2024-04-28,abierta,['968-69-4422'],['mnt-08133'],bajo,-1
6024,rotura,2024-08-04,cerrada,['520-30-2596'],"['mnt-13806', 'mnt-13929']",bajo,66
6025,mal funcionamiento,2024-12-04,abierta,['629-57-8670'],['mnt-06127'],bajo,-1
6026,rotura,2024-01-07,abierta,['533-72-1183'],['mnt-00952'],alto,-1
6027,vandalismo,2024-08-09,cerrada,['420-51-9943'],['mnt-06493'],medio,-1
6028,vandalismo,2024-06-09,abierta,['888-41-4371'],['mnt-03126'],medio,-1
6029,desgaste,2024-06-30,abierta,['136-58-9707'],"['mnt-00962', 'mnt-11880']",medio,-1
6030,vandalismo,2024-04-05,abierta,['715-52-9397'],['mnt-02766'],bajo,-1
6031,mal funcionamiento,2024-06-03,abierta,['716-83-1508'],['mnt-12342'],alto,-1
6032,rotura,2024-04-13,abierta,['565-05-1724'],['mnt-14185'],bajo,-1
6033,rotura,2024-08-23,abierta,['015-68-6503'],"['mnt-03983', 'mnt-04023', 'mnt-07554']",bajo,-1
6034,desgaste,2024-01-27,cerrada,['364-47-9949'],['mnt-13712'],medio,242
6035,desgaste,2024-03-23,cerrada,['554-85-5648'],"['mnt-12593', 'mnt-14375']",bajo,164
6036,rotura,2024-09-05,cerrada,['272-30-4226'],['mnt-00298'],bajo,-1
6037,rotura,2024-03-06,abierta,['151-70-9277'],"['mnt-11443', 'mnt-12271']",alto,-1
6038,desgaste,2023-12-30,abierta,['018-98-8792'],['mnt-11367'],alto,-1
6039,desgaste,2024-07-28,abierta,['724-02-9585'],"['mnt-00559', 'mnt-05565']",alto,-1
6040,vandalismo,2024-04-15,abierta,['607-20-3951'],"['mnt-07693', 'mnt-10544']",alto,-1
6041,mal funcionamiento,2024-06-12,abierta,['392-54-9057'],['mnt-11700'],medio,-1
6042,mal funcionamiento,2024-01-18,cerrada,['573-42-2632'],['mnt-13732'],alto,-1
6043,mal funcionamiento,2024-02-02,abierta,['161-77-0868'],['mnt-08497'],bajo,-1
6044,desgaste,2024-01-20,cerrada,['764-34-5923'],['mnt-01779'],bajo,141
6045,rotura,2024-04-12,abierta,['525-63-8075'],['mnt-03597'],medio,-1
6046,mal funcionamiento,2023-12-05,cerrada,['717-50-1000'],"['mnt-00234', 'mnt-04043']",medio,290
6047,vandalismo,2024-04-19,cerrada,['690-21-3631'],"['mnt-08943', 'mnt-10727']",alto,98
6048,rotura,2024-06-10,abierta,['726-75-7370'],['mnt-13655'],alto,-1
6049,desgaste,2024-01-10,abierta,['272-11-7623'],['mnt-05455'],bajo,-1
6050,vandalismo,2024-05-25,cerrada,['759-67-0893'],['mnt-09797'],bajo,-1
6051,rotura,2024-08-02,cerrada,['991-32-9302'],['mnt-02904'],alto,-1
6052,desgaste,2024-07-03,cerrada,['070-75-6809'],['mnt-06779'],medio,-1
6053,desgaste,2024-03-25,cerrada,['976-15-7499'],['mnt-06664'],bajo,168
6054,rotura,2024-01-28,abierta,['808-92-0953'],['mnt-03088'],alto,-1
6055,desgaste,2024-10-06,cerrada,['770-60-1096'],['mnt-04729'],medio,-1
6056,desgaste,2023-12-13,cerrada,['840-18-5286'],['mnt-04393'],medio,228
6057,rotura,2024-05-04,abierta,['585-07-8812'],['mnt-09279'],alto,-1
6058,mal funcionamiento,2024-12-02,abierta,['064-21-4027'],"['mnt-04519', 'mnt-05474', 'mnt-07958']",bajo,-1
6059,mal funcionamiento,2024-06-06,abierta,['987-39-1291'],['mnt-01445'],medio,-1
6060,mal funcionamiento,2024-04-01,cerrada,['921-52-2310'],['mnt-03170'],medio,-1
6061,mal funcionamiento,2024-03-17,abierta,['492-50-7210'],"['mnt-00823', 'mnt-07777', 'mnt-08147']",medio,-1
6062,rotura,2024-07-14,cerrada,['494-84-6954'],"['mnt-07238', 'mnt-08151']",medio,74
6063,desgaste,2024-03-02,abierta,['282-97-7765'],['mnt-09184'],bajo,-1
6064,rotura,2023-10-18,cerrada,['794-97-5353'],['mnt-01124'],alto,287
6065,vandalismo,2024-07-23,abierta,['141-50-9456'],['mnt-03054'],medio,-1
6066,mal funcionamiento,2023-11-25,cerrada,['525-57-2579'],['mnt-04914'],medio,130
6067,rotura,2024-07-11,abierta,['629-01-2754'],['mnt-11555'],medio,-1
6068,rotura,2024-09-25,abierta,['430-05-1686'],"['mnt-02355', 'mnt-06928', 'mnt-11727']",medio,-1
6069,desgaste,2024-08-14,abierta,['652-08-9297'],['mnt-12314'],medio,-1
6070,vandalismo,2023-03-11,cerrada,['796-64-2233'],['mnt-06130'],alto,365
6071,mal funcionamiento,2024-04-06,abierta,['332-55-1793'],['mnt-11733'],medio,-1
6072,vandalismo,2024-07-18,abierta,['888-91-0051'],['mnt-06550'],bajo,-1
6073,rotura,2024-10-11,cerrada,['267-18-1232'],['mnt-03694'],bajo,-1
6074,rotura,2023-11-23,abierta,['158-92-9080'],['mnt-06607'],medio,-1
6075,desgaste,2023-10-21,cerrada,['350-90-0195'],['mnt-00667'],bajo,251
6076,desgaste,2024-09-25,abierta,['834-21-1410'],['mnt-07346'],medio,-1
6077,mal funcionamiento,2024-08-29,cerrada,['069-31-8647'],['mnt-13389'],medio,23
6078,mal funcionamiento,2024-06-25,abierta,['977-50-1551'],['mnt-06597'],medio,-1
6079,vandalismo,2024-04-14,abierta,['091-28-9697'],['mnt-07399'],medio,-1
6080,desgaste,2024-06-23,abierta,['202-23-0343'],['mnt-05805'],medio,-1
6081,desgaste,2023-12-11,abierta,['739-46-0529'],['mnt-12063'],medio,-1
6082,mal funcionamiento,2023-10-15,cerrada,['061-67-5503'],['mnt-02771'],bajo,334
